satname, satId, intl_code, launchDate, period, category
MAGION 3, 21835, 1991-086E, December 18 1991, 118.9, SPACE & EARTH SCIENCE
DMSP 5D-2 F11 (USA 73), 21798, 1991-082A, November 28 1991, 101.7, SPACE & EARTH SCIENCE
METEOR 3-5, 21655, 1991-056A, August 15 1991, 109.3, SPACE & EARTH SCIENCE
SARA, 21578, 1991-050E, July 17 1991, 99, SPACE & EARTH SCIENCE
REX, 21527, 1991-045A, June 29 1991, 101.2, SPACE & EARTH SCIENCE
METEOR 3-4, 21232, 1991-030A, April 24 1991, 109.4, SPACE & EARTH SCIENCE
DMSP 5D-2 F10 (USA 68), 20978, 1990-105A, December 1 1990, 100.1, SPACE & EARTH SCIENCE
ULYSSES, 20842, 1990-090B, October 6 1990, -, SPACE & EARTH SCIENCE
METEOR 2-20, 20826, 1990-086A, September 28 1990, 104, SPACE & EARTH SCIENCE
COSMOS 2098, 20774, 1990-078A, August 28 1990, 104.9, SPACE & EARTH SCIENCE
CRRES, 20712, 1990-065A, July 25 1990, 584.8, SPACE & EARTH SCIENCE
METEOR 2-19, 20670, 1990-057A, June 27 1990, 104, SPACE & EARTH SCIENCE
HAGOROMO, 20618, 1990-007B, January 24 1990, -, SPACE & EARTH SCIENCE
HST, 20580, 1990-037B, April 24 1990, 95.4, SPACE & EARTH SCIENCE
COBE, 20322, 1989-089A, November 18 1989, 102.5, SPACE & EARTH SCIENCE
METEOR 3-3, 20305, 1989-086A, October 24 1989, 110.4, SPACE & EARTH SCIENCE
MAGION 2, 20281, 1989-080B, September 28 1989, 114.4, SPACE & EARTH SCIENCE
INTERCOSMOS 24, 20261, 1989-080A, September 28 1989, 114.6, SPACE & EARTH SCIENCE
HIPPARCOS, 20169, 1989-062B, August 8 1989, 636.7, SPACE & EARTH SCIENCE
METEOR 2-18, 19851, 1989-018A, February 28 1989, 103.9, SPACE & EARTH SCIENCE
EXOS D (AKEBONO), 19822, 1989-016A, February 21 1989, 120.8, SPACE & EARTH SCIENCE
METEOR 3-2, 19336, 1988-064A, July 26 1988, 109.3, SPACE & EARTH SCIENCE
PHOBOS 2, 19287, 1988-059A, July 12 1988, -, SPACE & EARTH SCIENCE
PHOBOS 1, 19281, 1988-058A, July 7 1988, -, SPACE & EARTH SCIENCE
DMSP 5D-2 F9 (USA 29), 18822, 1988-006A, February 3 1988, 100.9, SPACE & EARTH SCIENCE
METEOR 2-17, 18820, 1988-005A, January 30 1988, 103.9, SPACE & EARTH SCIENCE
METEOR 2-16, 18312, 1987-068A, August 18 1987, 104, SPACE & EARTH SCIENCE
DMSP 5D-2 F8 (USA 26), 18123, 1987-053A, June 20 1987, 101.5, SPACE & EARTH SCIENCE
METEOR 2-15, 17290, 1987-001A, January 5 1987, 104, SPACE & EARTH SCIENCE
COSMOS 1809, 17241, 1986-101A, December 18 1986, 104, SPACE & EARTH SCIENCE
METEOR 2-14, 16735, 1986-039A, May 27 1986, 103.9, SPACE & EARTH SCIENCE
VIKING, 16614, 1986-019B, February 22 1986, 261.6, SPACE & EARTH SCIENCE
METEOR 2-13, 16408, 1985-119A, December 26 1985, 103.9, SPACE & EARTH SCIENCE
METEOR 3-1, 16191, 1985-100A, October 24 1985, 109.3, SPACE & EARTH SCIENCE
SUISEI, 15967, 1985-073A, August 18 1985, -, SPACE & EARTH SCIENCE
GIOTTO, 15875, 1985-056A, July 2 1985, 631.5, SPACE & EARTH SCIENCE
GEOSAT, 15595, 1985-021A, March 13 1985, 100.1, SPACE & EARTH SCIENCE
METEOR 2-12, 15516, 1985-013A, February 6 1985, 103.9, SPACE & EARTH SCIENCE
SAKIGAKE, 15464, 1985-001A, January 7 1985, -, SPACE & EARTH SCIENCE
VEGA 2 BUS, 15449, 1984-128A, December 21 1984, -, SPACE & EARTH SCIENCE
VEGA 1 BUS, 15432, 1984-125A, December 15 1984, -, SPACE & EARTH SCIENCE
CCE 1 (AMPTE), 15199, 1984-088A, August 16 1984, 939.3, SPACE & EARTH SCIENCE
COSMOS 1589, 15171, 1984-084A, August 8 1984, 115.9, SPACE & EARTH SCIENCE
METEOR 2-11, 15099, 1984-072A, July 5 1984, 104, SPACE & EARTH SCIENCE
OPS 1294 (DMSP 5D-2 F7), 14506, 1983-113A, November 18 1983, 100.8, SPACE & EARTH SCIENCE
COSMOS 1508, 14483, 1983-111A, November 11 1983, 103.7, SPACE & EARTH SCIENCE
METEOR 2-10, 14452, 1983-109A, October 28 1983, 100.9, SPACE & EARTH SCIENCE
PROGNOZ 9, 14163, 1983-067A, July 1 1983, -, SPACE & EARTH SCIENCE
HILAT, 14154, 1983-063A, June 27 1983, 100.3, SPACE & EARTH SCIENCE
VENERA 16, 14107, 1983-054A, June 7 1983, -, SPACE & EARTH SCIENCE
VENERA 15, 14104, 1983-053A, June 2 1983, -, SPACE & EARTH SCIENCE
OV2-3, 13912, 1965-108V, December 21 1965, 307.1, SPACE & EARTH SCIENCE
ASTRON, 13901, 1983-020A, March 23 1983, 5923.7, SPACE & EARTH SCIENCE
IRAS, 13777, 1983-004A, January 26 1983, 102.8, SPACE & EARTH SCIENCE
OPS 9845 (DMSP 5D-2 F6), 13736, 1982-118A, December 21 1982, 100.7, SPACE & EARTH SCIENCE
METEOR 2-9, 13718, 1982-116A, December 14 1982, 101.7, SPACE & EARTH SCIENCE
METEOR 2-8, 13113, 1982-025A, March 25 1982, 103.9, SPACE & EARTH SCIENCE
VENERA 14 BUS, 12938, 1981-110A, November 4 1981, -, SPACE & EARTH SCIENCE
VENERA 13 BUS, 12927, 1981-106A, October 30 1981, -, SPACE & EARTH SCIENCE
AUREOLE 3, 12848, 1981-094A, September 21 1981, 101.1, SPACE & EARTH SCIENCE
INTERCOSMOS 22, 12645, 1981-075A, August 7 1981, 101.5, SPACE & EARTH SCIENCE
DYNAMICS EXPLORER 1, 12624, 1981-070A, August 3 1981, 408.5, SPACE & EARTH SCIENCE
METEOR PRIRODA, 12585, 1981-065A, July 10 1981, 94.7, SPACE & EARTH SCIENCE
METEOR 2-7, 12456, 1981-043A, May 14 1981, 102.1, SPACE & EARTH SCIENCE
COSMOS 1263, 12388, 1981-033A, April 9 1981, 102.2, SPACE & EARTH SCIENCE
COSMOS 1238, 12138, 1981-003A, January 16 1981, 103.2, SPACE & EARTH SCIENCE
METEOR 2-6, 11962, 1980-073A, September 9 1980, 102.1, SPACE & EARTH SCIENCE
METEOR 2-5, 11605, 1979-095A, October 31 1979, 102.3, SPACE & EARTH SCIENCE
METEOR 2-4, 11288, 1979-021A, March 1 1979, 102, SPACE & EARTH SCIENCE
SCATHA, 11256, 1979-007A, January 30 1979, 1418.3, SPACE & EARTH SCIENCE
METEOR 1-29, 11251, 1979-005A, January 25 1979, 93.6, SPACE & EARTH SCIENCE
COSMOS 1066, 11165, 1978-121A, December 23 1978, 102, SPACE & EARTH SCIENCE
VENERA 12 BUS, 11025, 1978-086A, September 14 1978, -, SPACE & EARTH SCIENCE
VENERA 11 BUS, 11020, 1978-084A, September 9 1978, 1436.8, SPACE & EARTH SCIENCE
ISEE 3 (ICE), 11004, 1978-079A, August 12 1978, -, SPACE & EARTH SCIENCE
OPS 6182 (DMSP 5D-1 F2), 10820, 1978-042A, May 1 1978, 100.3, SPACE & EARTH SCIENCE
UME 2 (ISS-B), 10674, 1978-018A, February 16 1978, 107.2, SPACE & EARTH SCIENCE
KYOKKO 1 (EXOS A), 10664, 1978-014A, February 4 1978, 133.9, SPACE & EARTH SCIENCE
IUE, 10637, 1978-012A, January 26 1978, 1438.8, SPACE & EARTH SCIENCE
METEOR 2-3, 10514, 1977-117A, December 14 1977, 102.1, SPACE & EARTH SCIENCE
TITAN 3E CENTAUR R/B(2), 10323, 1977-084C, September 5 1977, -, SPACE & EARTH SCIENCE
TITAN 3E CENTAUR R/B(1), 10322, 1977-084B, September 5 1977, -, SPACE & EARTH SCIENCE
VOYAGER 1, 10321, 1977-084A, September 5 1977, -, SPACE & EARTH SCIENCE
TITAN 3E CENTAUR R/B(2), 10273, 1977-076C, August 20 1977, -, SPACE & EARTH SCIENCE
TITAN 3E CENTAUR R/B(1), 10272, 1977-076B, August 20 1977, -, SPACE & EARTH SCIENCE
VOYAGER 2, 10271, 1977-076A, August 20 1977, -, SPACE & EARTH SCIENCE
METEOR 1-27, 9903, 1977-024A, April 5 1977, 102.3, SPACE & EARTH SCIENCE
METEOR 2-2, 9661, 1977-002A, January 6 1977, 102.6, SPACE & EARTH SCIENCE
METEOR 1-26, 9481, 1976-102A, October 15 1976, 102.1, SPACE & EARTH SCIENCE
OPS 5721, 9415, 1976-091A, September 11 1976, 101, SPACE & EARTH SCIENCE
P 76-5, 8860, 1976-047A, May 22 1976, 105.3, SPACE & EARTH SCIENCE
METEOR 1-25, 8845, 1976-043A, May 15 1976, 102, SPACE & EARTH SCIENCE
METEOR 1-24, 8799, 1976-032A, April 7 1976, 102, SPACE & EARTH SCIENCE
SOLRAD 11B, 8749, 1976-023D, March 15 1976, 7116.7, SPACE & EARTH SCIENCE
SOLRAD 11A, 8748, 1976-023C, March 15 1976, 7344.3, SPACE & EARTH SCIENCE
COSMOS 807, 8744, 1976-022A, March 12 1976, 100.5, SPACE & EARTH SCIENCE
UME 1 (ISS 1), 8709, 1976-019A, February 29 1976, 105, SPACE & EARTH SCIENCE
HELIOS 2, 8582, 1976-003A, January 15 1976, -, SPACE & EARTH SCIENCE
METEOR 1-23, 8519, 1975-124A, December 25 1975, 102.1, SPACE & EARTH SCIENCE
PROGNOZ 4, 8510, 1975-122A, December 22 1975, 91.5, SPACE & EARTH SCIENCE
METEOR 1-22, 8293, 1975-087A, September 18 1975, 102, SPACE & EARTH SCIENCE
VIKING 2 ORBITER, 8199, 1975-083A, September 9 1975, -, SPACE & EARTH SCIENCE
VIKING 1 ORBITER, 8108, 1975-075A, August 20 1975, -, SPACE & EARTH SCIENCE
METEOR 2-1, 8026, 1975-064A, July 11 1975, 102.1, SPACE & EARTH SCIENCE
VENERA 10 BUS, 7947, 1975-054A, June 14 1975, -, SPACE & EARTH SCIENCE
VENERA 9 BUS, 7915, 1975-050A, June 8 1975, 90.7, SPACE & EARTH SCIENCE
GEOS 3, 7734, 1975-027A, April 9 1975, 101.5, SPACE & EARTH SCIENCE
METEOR 1-21, 7714, 1975-023A, April 1 1975, 102.3, SPACE & EARTH SCIENCE
METEOR 1-20, 7574, 1974-099A, December 17 1974, 102, SPACE & EARTH SCIENCE
HELIOS 1, 7567, 1974-097A, December 10 1974, -, SPACE & EARTH SCIENCE
INTASAT, 7531, 1974-089C, November 15 1974, 114.9, SPACE & EARTH SCIENCE
METEOR 1-19, 7490, 1974-083A, October 28 1974, 102.1, SPACE & EARTH SCIENCE
OPS 6983 (DMSP 5C F1), 7411, 1974-063A, August 9 1974, 100.9, SPACE & EARTH SCIENCE
METEOR 1-18, 7363, 1974-052A, July 9 1974, 102.9, SPACE & EARTH SCIENCE
LUNA 22, 7315, 1974-037A, May 29 1974, -, SPACE & EARTH SCIENCE
METEOR 1-17, 7274, 1974-025A, April 24 1974, 102.2, SPACE & EARTH SCIENCE
MARS 7 DESCENT CRAFT, 7224, 1973-053D, August 9 1973, -, SPACE & EARTH SCIENCE
OPS 8579 (DMSP 5B F5), 7218, 1974-015A, March 16 1974, 100.7, SPACE & EARTH SCIENCE
METEOR 1-16, 7209, 1974-011A, March 5 1974, 101.8, SPACE & EARTH SCIENCE
AUREOLE 2, 7003, 1973-107A, December 26 1973, 97.5, SPACE & EARTH SCIENCE
MARINER 10 (MVM-73), 6919, 1973-085A, November 3 1973, -, SPACE & EARTH SCIENCE
EXPLORER 50 (IMP-8), 6893, 1973-078A, October 26 1973, 17553, SPACE & EARTH SCIENCE
OPS 8364 (DMSP 4), 6787, 1973-054A, August 17 1973, 100.6, SPACE & EARTH SCIENCE
MARS 7, 6776, 1973-053A, August 9 1973, -, SPACE & EARTH SCIENCE
MARS 6, 6768, 1973-052A, August 5 1973, -, SPACE & EARTH SCIENCE
MARS 5, 6754, 1973-049A, July 25 1973, -, SPACE & EARTH SCIENCE
MARS 4, 6742, 1973-047A, July 21 1973, -, SPACE & EARTH SCIENCE
EXPLORER 49 (RAE-2), 6686, 1973-039A, June 10 1973, -, SPACE & EARTH SCIENCE
METEOR 1-15, 6659, 1973-034A, May 29 1973, 102.1, SPACE & EARTH SCIENCE
ATLAS CENTAUR R/B(2), 6425, 1973-019B, April 6 1973, -, SPACE & EARTH SCIENCE
PIONEER 11, 6421, 1973-019A, April 6 1973, -, SPACE & EARTH SCIENCE
METEOR 1-14, 6392, 1973-015A, March 20 1973, 102.3, SPACE & EARTH SCIENCE
PROGNOZ 3, 6364, 1973-009A, February 15 1973, 5768.6, SPACE & EARTH SCIENCE
OPS 7323 (DMSP 5B F3), 6275, 1972-089A, November 9 1972, 100.9, SPACE & EARTH SCIENCE
METEOR 1-13, 6256, 1972-085A, October 26 1972, 102.2, SPACE & EARTH SCIENCE
OPS 8180 (STP RADSAT), 6217, 1972-076B, October 2 1972, 98.2, SPACE & EARTH SCIENCE
EXPLORER 47 (IMP-7), 6197, 1972-073A, September 23 1972, 7350.79, SPACE & EARTH SCIENCE
METEOR 1-12, 6079, 1972-049A, June 30 1972, 102.6, SPACE & EARTH SCIENCE
APOLLO 16 LM (ORION), 6005, 1972-031C, April 16 1972, 104.4, SPACE & EARTH SCIENCE
PROGNOZ 1, 5941, 1972-029A, April 14 1972, 5774, SPACE & EARTH SCIENCE
METEOR 1-11, 5917, 1972-022A, March 30 1972, 102.2, SPACE & EARTH SCIENCE
OPS 5058 (DMSP 5B F2), 5903, 1972-018A, March 24 1972, 101.1, SPACE & EARTH SCIENCE
ATLAS CENTAUR R/B(2), 5861, 1972-012B, March 3 1972, -, SPACE & EARTH SCIENCE
PIONEER 10, 5860, 1972-012A, March 3 1972, -, SPACE & EARTH SCIENCE
METEOR 1-10, 5731, 1971-120A, December 29 1971, 102, SPACE & EARTH SCIENCE
AUREOLE 1, 5729, 1971-119A, December 27 1971, 104.7, SPACE & EARTH SCIENCE
PROSPERO (BLACK ARROW), 5580, 1971-093A, October 28 1971, 103.3, SPACE & EARTH SCIENCE
OPS 4311 (DMSP 5B F1), 5557, 1971-087A, October 14 1971, 100.9, SPACE & EARTH SCIENCE
LUNA 19, 5488, 1971-082A, September 28 1971, -, SPACE & EARTH SCIENCE
SHINSEI (MS-F2), 5485, 1971-080A, September 28 1971, 113, SPACE & EARTH SCIENCE
EOLE 1 (CAS-A), 5435, 1971-071A, August 16 1971, 99, SPACE & EARTH SCIENCE
OV1-21, 5397, 1971-067B, August 7 1971, 101.6, SPACE & EARTH SCIENCE
APOLLO 15 (IRW PL), 5377, 1971-063D, July 26 1971, -, SPACE & EARTH SCIENCE
MARINER 9 (MARS), 5261, 1971-051A, May 30 1971, -, SPACE & EARTH SCIENCE
MARS 3, 5252, 1971-049A, May 28 1971, -, SPACE & EARTH SCIENCE
MARS 2, 5234, 1971-045A, May 19 1971, -, SPACE & EARTH SCIENCE
ISIS 2, 5104, 1971-024A, April 1 1971, 113.6, SPACE & EARTH SCIENCE
OPS 5268 (DMSP 5A F3), 4953, 1971-012A, February 17 1971, 100, SPACE & EARTH SCIENCE
COSMOS 381, 4783, 1970-102A, December 2 1970, 104.7, SPACE & EARTH SCIENCE
OPS 0203 (DMSP 5A F2), 4512, 1970-070A, September 3 1970, 100.4, SPACE & EARTH SCIENCE
METEOR 1-5, 4419, 1970-047A, June 23 1970, 101.7, SPACE & EARTH SCIENCE
OPS 0054 (DMSP 5A F1), 4331, 1970-012A, February 11 1970, 100.5, SPACE & EARTH SCIENCE
SATURN 5 R/B, 4226, 1969-099B, November 14 1969, -, SPACE & EARTH SCIENCE
AZUR (GRS A), 4221, 1969-097A, November 8 1969, 101, SPACE & EARTH SCIENCE
OPS 1127 (DMSP 4B F3), 4047, 1969-062A, July 23 1969, 100.8, SPACE & EARTH SCIENCE
APOLLO 11 LM (APS), 4041, 1969-059C, July 16 1969, -, SPACE & EARTH SCIENCE
SATURN 5 R/B, 4040, 1969-059B, July 16 1969, -, SPACE & EARTH SCIENCE
OV5-9, 3952, 1969-046C, May 23 1969, 3115, SPACE & EARTH SCIENCE
ERS 26 (OV5-6), 3951, 1969-046B, May 23 1969, 3114.8, SPACE & EARTH SCIENCE
ERS 29 (OV5-5), 3950, 1969-046A, May 23 1969, 3120, SPACE & EARTH SCIENCE
APOLLO 10 LM (APS), 3949, 1969-043D, May 18 1969, -, SPACE & EARTH SCIENCE
APOLLO 10 LM (DPS), 3948, 1969-043C, May 18 1969, -, SPACE & EARTH SCIENCE
SATURN 5 R/B, 3943, 1969-043B, May 18 1969, -, SPACE & EARTH SCIENCE
MARINER 7 (MARS), 3837, 1969-030A, March 27 1969, -, SPACE & EARTH SCIENCE
OV1-19, 3825, 1969-025C, March 18 1969, 150.7, SPACE & EARTH SCIENCE
SATURN 5 R/B, 3770, 1969-018B, March 3 1969, -, SPACE & EARTH SCIENCE
MARINER 6 (MARS), 3759, 1969-014A, February 25 1969, -, SPACE & EARTH SCIENCE
SATURN 5 R/B, 3627, 1968-118B, December 21 1968, 23992.9, SPACE & EARTH SCIENCE
PIONEER 9, 3533, 1968-100A, November 8 1968, -, SPACE & EARTH SCIENCE
OPS 4078 (DMSP 4B F2), 3510, 1968-092A, October 23 1968, 100.9, SPACE & EARTH SCIENCE
ERS 21 (OV5-4), 3430, 1968-081C, September 26 1968, 1435.7, SPACE & EARTH SCIENCE
OV2-5, 3428, 1968-081A, September 26 1968, 1417.9, SPACE & EARTH SCIENCE
EXPLORER 40 (INJUN-5), 3338, 1968-066B, August 8 1968, 117.8, SPACE & EARTH SCIENCE
EXPLORER 38 (RAE-A), 3307, 1968-055A, July 4 1968, 224.1, SPACE & EARTH SCIENCE
OPS 7869 (DMSP 4B F1), 3266, 1968-042A, May 23 1968, 101.7, SPACE & EARTH SCIENCE
LUNA 14, 3178, 1968-027A, April 7 1968, -, SPACE & EARTH SCIENCE
OV1-14, 3174, 1968-026B, April 6 1968, 206.8, SPACE & EARTH SCIENCE
OV1-13, 3173, 1968-026A, April 6 1968, 198.5, SPACE & EARTH SCIENCE
EXPLORER 36 (GEOS 2), 3093, 1968-002A, January 11 1968, 112.2, SPACE & EARTH SCIENCE
PIONEER 8, 3066, 1967-123A, December 13 1967, -, SPACE & EARTH SCIENCE
OPS 1264 (DMSP 4A F4), 2980, 1967-096A, October 11 1967, 98.7, SPACE & EARTH SCIENCE
OPS 7202 (DMSP 4A F3), 2920, 1967-080A, August 23 1967, 101.8, SPACE & EARTH SCIENCE
EXPLORER 35 (AIMP-E), 2884, 1967-070A, July 19 1967, 96.3, SPACE & EARTH SCIENCE
AURORA 1, 2876, 1967-065B, June 29 1967, 172.1, SPACE & EARTH SCIENCE
MARINER 5 (VENUS), 2845, 1967-060A, June 14 1967, -, SPACE & EARTH SCIENCE
ERS 27 (OV5-1), 2769, 1967-040E, April 28 1967, 2829.6, SPACE & EARTH SCIENCE
ERS 20 (OV5-3), 2768, 1967-040D, April 28 1967, 2831, SPACE & EARTH SCIENCE
DIADEME 2, 2680, 1967-014A, February 15 1967, 107.6, SPACE & EARTH SCIENCE
DIADEME 1, 2674, 1967-011A, February 8 1967, 99, SPACE & EARTH SCIENCE
OPS 6073 (DMSP 4A F2), 2669, 1967-010A, February 8 1967, 100.9, SPACE & EARTH SCIENCE
OV1-9, 2610, 1966-111A, December 11 1966, 138.9, SPACE & EARTH SCIENCE
LUNA 12, 2508, 1966-094A, October 22 1966, -, SPACE & EARTH SCIENCE
OPS 6026 (DMSP 4A F1), 2418, 1966-082A, September 16 1966, 99.9, SPACE & EARTH SCIENCE
LUNA 11, 2406, 1966-078A, August 24 1966, -, SPACE & EARTH SCIENCE
DELTA 1 R/B(2), 2402, 1966-075C, August 17 1966, -, SPACE & EARTH SCIENCE
PIONEER 7, 2398, 1966-075A, August 17 1966, -, SPACE & EARTH SCIENCE
OV3-3, 2389, 1966-070A, August 4 1966, 111.4, SPACE & EARTH SCIENCE
EXPLORER 33 (AIMP-D), 2258, 1966-058A, July 1 1966, 38792.4, SPACE & EARTH SCIENCE
OPS 1427 (OV3-4), 2201, 1966-052A, June 10 1966, 142.6, SPACE & EARTH SCIENCE
OPS 1527 (OV3-1), 2150, 1966-034A, April 22 1966, 119.2, SPACE & EARTH SCIENCE
OAO 1, 2142, 1966-031A, April 8 1966, 100.4, SPACE & EARTH SCIENCE
LUNA 10, 2126, 1966-027A, March 31 1966, -, SPACE & EARTH SCIENCE
OV1-5, 2122, 1966-025B, March 30 1966, 105.4, SPACE & EARTH SCIENCE
DIAPASON (D1-A), 2016, 1966-013A, February 17 1966, 114.3, SPACE & EARTH SCIENCE
PIONEER 6, 1841, 1965-105A, December 16 1965, 94, SPACE & EARTH SCIENCE
FR 1, 1814, 1965-101A, December 6 1965, 98.2, SPACE & EARTH SCIENCE
EXPLORER 31 (ISIS-X), 1806, 1965-098B, November 29 1965, 119.4, SPACE & EARTH SCIENCE
ALOUETTE 2, 1804, 1965-098A, November 29 1965, 117.5, SPACE & EARTH SCIENCE
EXPLORER 30, 1738, 1965-093A, November 19 1965, 100, SPACE & EARTH SCIENCE
VENERA 2, 1730, 1965-091A, November 12 1965, 89.7, SPACE & EARTH SCIENCE
EXPLORER 29 (GEOS 1), 1726, 1965-089A, November 6 1965, 120.3, SPACE & EARTH SCIENCE
OV2-1, 1641, 1965-082C, October 15 1965, 99.1, SPACE & EARTH SCIENCE
OV1-2, 1613, 1965-078A, October 5 1965, 112.6, SPACE & EARTH SCIENCE
ZOND 3, 1454, 1965-056A, July 18 1965, -, SPACE & EARTH SCIENCE
LUNIK 6, 1393, 1965-044A, June 8 1965, -, SPACE & EARTH SCIENCE
EXPLORER 27, 1328, 1965-032A, April 29 1965, 107.6, SPACE & EARTH SCIENCE
SOLRAD 7B, 1291, 1965-016D, March 9 1965, 103.3, SPACE & EARTH SCIENCE
EXPLORER 26 (EPE-D), 963, 1964-086A, December 21 1964, 103.4, SPACE & EARTH SCIENCE
ZOND 2, 945, 1964-078C, November 30 1964, -, SPACE & EARTH SCIENCE
MARINER 4 (MARS), 938, 1964-077A, November 28 1964, -, SPACE & EARTH SCIENCE
EXPLORER 25 (INJUN-4), 932, 1964-076B, November 21 1964, 113.9, SPACE & EARTH SCIENCE
MARINER 3 (MARS), 923, 1964-073A, November 5 1964, -, SPACE & EARTH SCIENCE
EXPLORER 22, 899, 1964-064A, October 10 1964, 104.2, SPACE & EARTH SCIENCE
OGO 1, 879, 1964-054A, September 5 1964, 3813.9, SPACE & EARTH SCIENCE
EXPLORER 20, 870, 1964-051A, August 25 1964, 103.5, SPACE & EARTH SCIENCE
ELEKTRON 3, 829, 1964-038A, July 10 1964, 157.6, SPACE & EARTH SCIENCE
OPS 4467 A, 812, 1964-031A, June 18 1964, 101.1, SPACE & EARTH SCIENCE
ZOND 1, 785, 1964-016D, April 2 1964, -, SPACE & EARTH SCIENCE
ELEKTRON 1, 746, 1964-006A, January 30 1964, 159.4, SPACE & EARTH SCIENCE
RELAY 2, 737, 1964-003A, January 21 1964, 194.7, SPACE & EARTH SCIENCE
SOLRAD 7A, 730, 1964-001D, January 11 1964, 103.2, SPACE & EARTH SCIENCE
RADIATION SAT (5E 1), 671, 1963-038C, September 28 1963, 107.1, SPACE & EARTH SCIENCE
HITCH HIKER 1, 614, 1963-025B, June 27 1963, 99, SPACE & EARTH SCIENCE
TELSTAR 2 (A-41), 573, 1963-013A, May 7 1963, 225.3, SPACE & EARTH SCIENCE
LUNA 4, 566, 1963-008B, April 2 1963, -, SPACE & EARTH SCIENCE
EXPLORER 16, 506, 1962-070A, December 16 1962, 104, SPACE & EARTH SCIENCE
RELAY 1 (A-15), 503, 1962-068A, December 13 1962, 185.1, SPACE & EARTH SCIENCE
MARS 1, 450, 1962-061C, November 1 1962, -, SPACE & EARTH SCIENCE
RANGER 5, 439, 1962-055A, October 18 1962, -, SPACE & EARTH SCIENCE
ALOUETTE 1 (S-27), 424, 1962-049A, September 29 1962, 105.2, SPACE & EARTH SCIENCE
MARINER 2 (VENUS), 374, 1962-041A, August 27 1962, -, SPACE & EARTH SCIENCE
TELSTAR 1, 340, 1962-029A, July 10 1962, 157.7, SPACE & EARTH SCIENCE
RANGER 3, 221, 1962-001A, January 26 1962, -, SPACE & EARTH SCIENCE
TRAAC, 205, 1961-031B, November 15 1961, 105.7, SPACE & EARTH SCIENCE
SOLRAD 3/INJUN 1, 117, 1961-015B, June 29 1961, 103.6, SPACE & EARTH SCIENCE
PIONEER 4, 113, 1959-013A, March 3 1959, -, SPACE & EARTH SCIENCE
LUNA 1, 112, 1959-012A, January 2 1959, -, SPACE & EARTH SCIENCE
EXPLORER 11, 107, 1961-013A, April 27 1961, 102.2, SPACE & EARTH SCIENCE
VENERA 1, 80, 1961-003A, February 12 1961, -, SPACE & EARTH SCIENCE
SOLRAD 1 (GREB), 46, 1960-007B, June 22 1960, 99.4, SPACE & EARTH SCIENCE
PIONEER 5, 27, 1960-001A, March 11 1960, -, SPACE & EARTH SCIENCE
EXPLORER 7, 22, 1959-009A, October 13 1959, 96.3, SPACE & EARTH SCIENCE
VANGUARD 3, 20, 1959-007A, September 18 1959, 124.6, SPACE & EARTH SCIENCE
VANGUARD 2, 11, 1959-001A, February 17 1959, 121.5, SPACE & EARTH SCIENCE
VANGUARD 1, 5, 1958-002B, March 17 1958, 132.7, SPACE & EARTH SCIENCE


JASON 3, 41240, 2016-002A, January 17 2016, 112.4, GEODETIC
ALMASAT-1, 38078, 2012-006B, February 13 2012, 92.6, GEODETIC
ZY 1, 38038, 2011-079A, December 22 2011, 100.3, GEODETIC
SSOT, 38011, 2011-076E, December 17 2011, 97.2, GEODETIC
SKYMED 4, 37216, 2010-060A, November 6 2010, 97.2, GEODETIC
TANDEM X, 36605, 2010-030A, June 21 2010, 94.8, GEODETIC
DUBAISAT 1, 35682, 2009-041B, July 29 2009, 98, GEODETIC
SKYMED 3, 33412, 2008-054A, October 25 2008, 97.2, GEODETIC
RAPIDEYE 4, 33316, 2008-040E, August 29 2008, 97.3, GEODETIC
RAPIDEYE 3, 33315, 2008-040D, August 29 2008, 97.3, GEODETIC
RAPIDEYE 1, 33314, 2008-040C, August 29 2008, 97.3, GEODETIC
RAPIDEYE 5, 33313, 2008-040B, August 29 2008, 97.3, GEODETIC
RAPIDEYE 2, 33312, 2008-040A, August 29 2008, 97.3, GEODETIC
SKYMED 2, 32376, 2007-059A, December 9 2007, 97.2, GEODETIC
SKYMED 1, 31598, 2007-023A, June 8 2007, 97.2, GEODETIC
WESTPAC, 25398, 1998-043E, July 10 1998, 101.2, GEODETIC
GEO IK, 23411, 1994-078A, November 29 1994, 116.1, GEODETIC
STELLA, 22824, 1993-061B, September 26 1993, 100.9, GEODETIC
COSMOS 2226, 22282, 1992-092A, December 22 1992, 116, GEODETIC
LAGEOS 2, 22195, 1992-070B, October 22 1992, 222.5, GEODETIC
COSMOS 2088, 20720, 1990-066A, July 30 1990, 116.1, GEODETIC
COSMOS 2037, 20196, 1989-068A, August 28 1989, 116.1, GEODETIC
COSMOS 1950, 19195, 1988-046A, May 30 1988, 116, GEODETIC
COSMOS 1823, 17535, 1987-020A, February 20 1987, 116, GEODETIC
COSMOS 1803, 17177, 1986-094A, December 2 1986, 116, GEODETIC
EGS (AJISAI), 16908, 1986-061A, August 12 1986, 115.7, GEODETIC
COSMOS 1732, 16593, 1986-015A, February 11 1986, 116, GEODETIC
COSMOS 1660, 15821, 1985-047A, June 14 1985, 116.1, GEODETIC
COSMOS 1510, 14521, 1983-115A, November 24 1983, 116, GEODETIC
COSMOS 1410, 13589, 1982-096A, September 24 1982, 115.9, GEODETIC
